company,product_name,category,details
report_full_details_v2_arag.json,haftpflichtversicherung,Haftpflichtversicherung,"ARAG bietet eine Vielzahl von Versicherungsprodukten an, darunter die Rechtsschutzversicherung, die verschiedene Bereiche wie Privatrechtsschutz, Verkehrsrechtsschutz, Mietrechtsschutz, Arbeitsrechtsschutz, Vermieterrechtsschutz, Firmenrechtsschutz, Familienrechtsschutz, Ehe-Rechtsschutz, Unterhaltsrechtsschutz und Erbrechtsschutz abdeckt. Ein spezielles Paket namens ""ARAG Recht und Heim"" kombiniert Rechtsschutz-, Hausrat- und Haftpflichtversicherung in einem Versicherungspaket mit einem Sofortrabatt von 20%. Die Verkehrsrechtsschutzversicherung bietet Schutz, auch wenn der Ärger bereits eingetreten ist. Im Bereich Gesundheit und Vorsorge bietet ARAG Zahnzusatzversicherungen, Auslandsreisekrankenversicherungen, private Krankenversicherungen, Krankenversicherungen für Beamte, Heilpraktikerzusatzversicherungen, Krankentagegeld, Krankenhaustagegeld, Krankenhauszusatzversicherungen, Krankenzusatzversicherungen für Kinder, ambulante Zusatzversicherungen, Unfallversicherungen, Pflegezusatzversicherungen und Vorsorgeversicherungen an. Die private Krankenversicherung verspricht die beste medizinische Versorgung. Die ARAG GesundheitsApp ermöglicht es, Rechnungen oder Rezepte einfach per App einzureichen. Im Bereich Haus, Tier und Reise bietet ARAG Haus- und Haftpflichtversicherungen, Glasversicherungen, Fahrradversicherungen, Elementarversicherungen, Tierkrankenversicherungen, OP-Versicherungen für Hunde und Katzen, sowie Haftpflichtversicherungen für Hunde und Pferde an. Die Elektronikversicherung schützt vor Schäden an Elektrogeräten. Für Gewerbe und Vereine bietet ARAG Gewerbeversicherungen, Firmenrechtsschutz mit Soforthilfe, Betriebshaftpflichtversicherungen, Forderungsmanagement, Manager-Rechtsschutz, Inhaltsversicherungen, Internet-Rechtsschutz, Werkverkehrsversicherungen, Ertragsausfallversicherungen, Vereinsversicherungen, D&O-Versicherungen und Kfz-Zusatzversicherungen für Vereine an. Das Versicherungspaket ""ARAG Recht & Gewerbe"" ist individuell kombinierbar und bietet einen Preisvorteil. Die betriebliche Krankenversicherung bietet Gesundheitsleistungen für das gesamte Unternehmen. Die Privathaftpflichtversicherung schützt vor den finanziellen Auswirkungen von Missgeschicken weltweit und kann individuell gestaltet werden. Die Tierhalterhaftpflichtversicherung schützt Hundebesitzer und Pferdehalter vor finanziellen Folgen von Missgeschicken ihrer Tiere. Die Haftpflichtversicherung für Jäger- und Bootsbesitzer schützt vor finanziellen Folgen von Jagd- oder Bootsunfällen. Die Betriebshaftpflichtversicherung bietet Schutz für Unternehmer und ihre Mitarbeiter bei Sach-, Personen- und Vermögensschäden. Die Vermögensschadenhaftpflicht für Vereine und Verbände schützt vor Vermögenseinbußen durch Versäumnisse von Funktionären. Die Kfz-Haftpflicht- und Kasko-Versicherungen werden über den Kooperationspartner Helvetia angeboten. Der ARAG Schaden-Service wurde mit der Note ""Sehr gut"" (1,6) ausgezeichnet, basierend auf einer Online-Befragung durch den TÜV Saarland, die eine Gesamtzufriedenheit von rund 84 Prozent ergab. Kunden können den ARAG Live-Chat nutzen, um Fragen zu klären, oder die digitale Assistentin für Informationen zu Versicherungen und Services in Anspruch nehmen. Der Kundenservice ist telefonisch unter 0211 9890-1436 erreichbar."
report_full_details_v2_arag.json,gewerbeversicherung_betriebshaftpflichtversicherung,Haftpflichtversicherung,"Die ARAG Betriebshaftpflichtversicherung bietet umfassenden Schutz für Selbstständige, mittelständische Unternehmen, Freiberufler und große Firmen mit vielen Angestellten. Sie schützt vor Schadenersatzansprüchen und wehrt unberechtigte Ansprüche gegebenenfalls gerichtlich ab. Der Versicherungsschutz umfasst Personen-, Sach- und Vermögensschäden bis zu 5 Millionen Euro. Die Versicherung deckt Risiken rund um Betriebsstätten, betriebliche Tätigkeiten und Produkte ab. Zudem sind Umwelthaftpflicht-Basisdeckung, Umweltschaden-Basisdeckung und Haftung wegen Diskriminierung bis zu 100.000 Euro versichert. Private Haftungsrisiken für Inhaber oder Geschäftsführer sind beitragsfrei mitversichert. Die Betriebshaftpflichtversicherung bietet branchenspezifische Leistungen, wie z.B. für das Baunebengewerbe, Handel und Handwerk, Büros und freie Berufe, Gaststätten und Beherbergung sowie die Land- und Forstwirtschaft. Es besteht die Möglichkeit, die Versicherung online abzuschließen oder sich von einem ARAG Berater vor Ort beraten zu lassen. Im Schadensfall ist die ARAG rund um die Uhr erreichbar, um schnell und unkompliziert Hilfe zu leisten."
report_full_details_v2_arag.json,rechtsschutzversicherung_mietrechtsschutz,Rechtsschutzversicherung,"ARAG bietet umfassenden Mietrechtsschutz, der Ihre Interessen als Mieter schützt, auch durch alle Instanzen. Der klassische Mietrechtsschutz beginnt mit Leistungen ab Vertragsbeginn und ist für alle geeignet, die keinen aktuellen Rechtskonflikt haben. Für diejenigen, die sofortige Unterstützung benötigen, bietet ARAG einen rückwirkenden Schutz ohne Wartezeit. Der Mietrechtsschutz umfasst die kostenlose Prüfung Ihrer Nebenkostenabrechnung, rechtliche Unterstützung bei Streitigkeiten mit dem Vermieter, wie ungerechtfertigte Mieterhöhungen oder falsche Nebenkostenabrechnungen, sowie eine telefonische Anwaltsberatung rund um die Uhr. Alle Kosten eines Rechtsstreits, einschließlich Anwalts- und Prozesskosten, sind abgedeckt. Der Mietrechtsschutz ist nicht nur auf Wohnungen beschränkt, sondern schützt auch Mieter, Pächter oder Eigentümer eines selbst genutzten Grundstücks oder Hauses. ARAG bietet zudem die Möglichkeit, Konflikte durch Mediation zu lösen, indem ein Mediator vermittelt und bezahlt wird. Der Mietrechtsschutz kann online abgeschlossen werden, wobei der Beitrag berechnet und mit persönlichen Angaben abgeschlossen werden kann. Alternativ kann ein Termin mit einem ARAG Berater vor Ort vereinbart werden, um ein persönliches Angebot zu erhalten. Der telefonische Kontakt ist ebenfalls möglich unter 0211 9890-1436. Der Rechts-Service ist jederzeit erreichbar unter 0211 99 333 99 für rechtliche Fragen oder drohende Rechtsstreitigkeiten."
report_full_details_v2_arag.json,reiseversicherung_top-schutzbrief,Reiseversicherung,"The ARAG Top-Schutzbrief offers comprehensive assistance and protection for travelers in various emergency situations. It provides immediate support in case of vehicle breakdowns, accidents, or legal issues, both domestically and internationally. The coverage includes unlimited roadside assistance, towing services, and vehicle recovery, as well as rental car provisions for up to seven days. Additionally, the Top-Schutzbrief covers travel costs for continued or return journeys, overnight accommodation expenses, and the shipment of spare parts abroad. In case of medical emergencies, it offers a 24-hour emergency hotline, guarantees for hospital costs up to 20,000 euros, and unlimited medical repatriation. The plan also includes assistance for lost travel documents, legal support abroad, and coverage for unexpected travel interruptions due to family emergencies or natural disasters. The Top-Schutzbrief is available in single or family versions, with optional worldwide coverage and additional health insurance. Pricing is determined by the number of insured persons and the chosen coverage area. The service can be easily purchased online or through a local advisor, with 24/7 support available via phone at 0211 96 10 10."
report_full_details_v2_arag.json,unfallversicherung,Unfallversicherung,"Die ARAG Unfallversicherung bietet umfassenden Schutz bei Unfällen und sichert die finanzielle Grundversorgung ab. Bei einer Invalidität ab 75 % wird die volle Leistung bis zum Alter von 67 Jahren ausgezahlt. Die Versicherung bietet verschiedene Pakete an, die je nach Schutzbedürfnis und Lebenssituation gewählt werden können: Basis Light, Basis, Komfort und Premium. Die monatlichen Beiträge beginnen bei 8,44 € für das Basis Light Paket und reichen bis zu 27,78 € für das Premium Paket. Die Invaliditätssummen variieren je nach Paket und können individuell angepasst werden. Die Progression Plus ermöglicht eine Erhöhung der Invaliditätsleistung auf bis zu 500 % der vereinbarten Versicherungssumme. Zusätzlich können Leistungen wie eine lebenslange Unfallrente, Krankenhaustagegeld und Hinterbliebenenrente vereinbart werden. Die Versicherung deckt auch Such-, Rettungs- und Bergungskosten sowie kosmetische Operationen nach einem Unfall ab. Ein persönlicher Reha-Manager steht zur Verfügung, um bei der Wiedereingliederung in den Beruf zu unterstützen. Die ARAG Unfallversicherung bietet auch eine Kapitalsoforthilfe bei schweren Unfallverletzungen und eine Todesfall-Leistung, um die Familie finanziell abzusichern. Kunden können die Versicherung online, telefonisch oder bei einem ARAG Berater vor Ort abschließen. Der ARAG Schaden-Service ist rund um die Uhr erreichbar, um im Schadensfall schnell und unkompliziert zu helfen."
report_full_details_v2_arag.json,zahnzusatzversicherung,Krankenversicherung,"Die ARAG bietet eine Zahnzusatzversicherung mit verschiedenen Tarifen an, die unterschiedliche Leistungen abdecken. Die Tarife umfassen Dent70, Dent90, Dent90+ und Dent100, die jeweils verschiedene Prozentsätze für die Kostenübernahme von Zahnbehandlungen, Zahnersatz und Kieferorthopädie bieten. Zum Beispiel übernimmt der Tarif Dent100 100% der Kosten für Zahnbehandlungen und Zahnersatz mit Bonusheft, während Dent70 75% der Kosten für Zahnbehandlungen und 70% für Zahnersatz abdeckt. Die Tarife bieten auch Leistungen für professionelle Zahnreinigungen, Kieferorthopädie bei Kindern und Erwachsenen sowie spezielle Leistungen für Angstpatienten. Die Versicherung kann auch für bereits behandelte Zähne abgeschlossen werden, solange die Behandlung bei Versicherungsbeginn abgeschlossen ist. Es gibt Begrenzungen in den ersten fünf Kalenderjahren, die sich jährlich erhöhen. Die ARAG bietet zudem eine GesundheitsApp an, über die Belege digital eingereicht werden können. Kunden können die Versicherung online, telefonisch oder bei einem Berater vor Ort abschließen. Die Kündigung ist erstmals 24 Monate nach Vertragsbeginn möglich."
report_full_details_v2_arag.json,krankenzusatzversicherung_krankentagegeldversicherung,Krankenversicherung,"Die ARAG Krankentagegeldversicherung bietet finanzielle Absicherung für Arbeitnehmer und Selbstständige im Krankheitsfall. Nach sechs Wochen Arbeitsunfähigkeit, wenn der Arbeitgeber kein Gehalt mehr zahlt, stockt die Versicherung den entstehenden Fehlbetrag auf, um Verdienstausfälle zu vermeiden. Für Selbstständige leistet die Versicherung ab dem 8. Krankheitstag. Das Krankentagegeld ist zeitlich unbegrenzt und frei verfügbar, sodass es nach den individuellen Bedürfnissen verwendet werden kann. Der Versicherungsbeitrag richtet sich nach der Höhe des gewählten Tagegeldes, und es gibt keine festen Beträge. Die Versicherung erstreckt sich auf Deutschland und bei vorübergehenden Aufenthalten im europäischen Ausland. Beamte und Personen ohne Erwerbseinkommen können diese Versicherung nicht abschließen. Die ARAG bietet zudem eine GesundheitsApp zur digitalen Kostenerstattung und Zugang zu einer juristischen Online-Datenbank mit Musterdokumenten. Bei Interesse kann das Krankentagegeld online, telefonisch oder über einen Berater vor Ort abgeschlossen werden. Im Krankheitsfall muss die Meldung vor Ablauf der Lohnfortzahlungsdauer erfolgen, um die Leistungen in Anspruch zu nehmen."
report_full_details_v2_arag.json,hausratversicherung_fahrradversicherung,Hausratversicherung,"Die ARAG Fahrradversicherung bietet umfassenden Schutz für Ihr Fahrrad, einschließlich Diebstahlversicherung, bei der im Falle eines Diebstahls der volle Kaufpreis des Fahrrads erstattet wird, vorausgesetzt, der Kaufpreis stimmt mit der vereinbarten Versicherungssumme überein. Fest verbundenes Zubehör wie Gepäckträger, Sattel und Klingel sowie der Fahrradanhänger und das Fahrradschloss sind ebenfalls versichert, sofern das Schloss fest am Fahrrad angeschlossen ist. Die Versicherung schützt Ihr Fahrrad auch zwischen 22 und 6 Uhr, selbst wenn es nicht in Gebrauch ist. Pedelecs sind versicherbar, wenn der Hilfsmotor nur beim Treten zuschaltet und sie im Motorbetrieb nicht schneller als 25 km/h sind. Die Versicherung bietet auch eine optionale Fahrrad-Kaskoversicherung, die Schäden durch Unfälle, Stürze oder Vandalismus abdeckt, sowie einen Fahrrad-Schutzbrief, der bei Pannen weltweit Unterstützung bietet, einschließlich technischer Hilfe und Reparaturkostenübernahme. Die Versicherung kann online abgeschlossen werden, wobei der Beitrag individuell berechnet wird. Bei Fragen steht der ARAG Kundenservice telefonisch unter 0211 9890-1436 zur Verfügung."
report_full_details_v2_arag.json,rechtsschutzversicherung_familienrechtsschutz,Rechtsschutzversicherung,"Die ARAG Familienrechtsschutzversicherung bietet umfassenden Schutz für Sie und Ihre Familie in rechtlichen Angelegenheiten. Mit flexiblen Tarifen können Sie den Umfang Ihres Schutzes selbst bestimmen. Die Versicherung umfasst unbegrenzten Kostenschutz vor Gericht in Europa und weltweit, je nach gewählter Variante. Sie können Ihren Anwalt frei wählen oder sich einen aus dem ARAG Netzwerk empfehlen lassen. Der Versicherungsschutz erstreckt sich auf minderjährige Kinder, Ehe- oder Lebenspartner und, in bestimmten Varianten, auf im Haushalt lebende Eltern. Kinder über 18 Jahre sind versichert, solange sie unverheiratet sind und keine dauerhafte berufliche Tätigkeit ausüben. Die Versicherung bietet drei Leistungsvarianten: Basis, Komfort und Premium, mit optionalen Erweiterungen. Zu den versicherten Lebensbereichen gehören Privat, Verkehr, Beruf und Wohnen. Die Versicherung deckt unter anderem Schadenersatz-Rechtsschutz, Arbeits-Rechtsschutz, Wohnungs- und Grundstücks-Rechtsschutz, Steuer-, Sozial- und Verwaltungs-Rechtsschutz sowie Straf- und Ordnungswidrigkeiten-Rechtsschutz ab. Der Versicherungsschutz gilt auch im Ausland, europaweit unbegrenzt und weltweit bis zu einem Jahr Aufenthalt, in der Premium-Variante bis zu zwei Jahre. Die Kosten der Versicherung hängen von der gewählten Leistungsvariante und den versicherten Lebensbereichen ab. Es besteht die Möglichkeit, die Kosten durch eine Selbstbeteiligung zu reduzieren. Die ARAG bietet zudem einen komfortablen Wechselservice von anderen Versicherungen an und verzichtet nach fünf Jahren auf die Einrede der Vorvertraglichkeit. Die Versicherung kann online, telefonisch oder bei einem Berater vor Ort abgeschlossen werden."
report_full_details_v2_arag.json,unfallversicherung_existenz-schutz,Unfallversicherung,"Der ARAG Existenz-Schutz bietet finanzielle Sicherheit, um ein selbstbestimmtes Leben zu führen, auch wenn unvorhergesehene Ereignisse eintreten. Er umfasst eine monatliche Rente, die entgangenes Einkommen und Mehrkosten ausgleicht, unabhängig davon, ob eine berufliche Einschränkung vorliegt. Der Schutz greift bei Unfällen, schweren Erkrankungen, Pflegebedürftigkeit und dem Verlust grundlegender körperlicher oder geistiger Fähigkeiten. In der Premiumvariante sind zusätzliche Leistungen wie eine Rentengarantie für Angehörige im Todesfall und eine Kapitalsofortleistung bei erstmaligem Bezug einer Rente enthalten. Der Existenz-Schutz ist besonders für Berufseinsteiger, Hausfrauen und -männer, Handwerker und Selbstständige geeignet, die keine oder unzureichende Absicherung haben. Die Versicherung kann individuell angepasst werden, um den Lebensstandard zu sichern, und bietet Unterstützung durch einen Reha-Manager sowie rechtliche Beratung. Der ARAG Existenz-Schutz unterscheidet sich von der Berufs- oder Erwerbsunfähigkeitsversicherung, da die Rentenzahlung nach objektiven medizinischen Kriterien erfolgt. Kunden können zwischen einer lebenslangen Rente oder einer Rente bis zum 67. Lebensjahr wählen. Der Abschluss der Versicherung erfolgt über einen ARAG Berater oder telefonisch unter 0211 9890-1436."
