company_name,filename,url,product
generali,service-kontakt_schaden-melden_hausrat.html,https://generali.insurance-example.com/service-kontakt_schaden-melden_hausrat.html,no
generali,privatkunden_gesundheit-freizeit_krankenhaustagegeld.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_krankenhaustagegeld.html,yes
generali,privatkunden_recht-haftung_tierhalterhaftpflichtversicherung.html,https://generali.insurance-example.com/privatkunden_recht-haftung_tierhalterhaftpflichtversicherung.html,yes
generali,privatkunden_fahrzeug-zuhause_hausratversicherung.html,https://generali.insurance-example.com/privatkunden_fahrzeug-zuhause_hausratversicherung.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_direktversicherung.html,https://generali.insurance-example.com/geschaeftskunden_gesundheit-betriebliche-vorsorge_direktversicherung.html,yes
generali,.html,https://generali.insurance-example.com/.html,no
generali,karriere_karriere-blog_faq-masterandenprogramm.html,https://generali.insurance-example.com/karriere_karriere-blog_faq-masterandenprogramm.html,no
generali,privatkunden_vorsorge-finanzen_grundfaehigkeitsversicherung.html,https://generali.insurance-example.com/privatkunden_vorsorge-finanzen_grundfaehigkeitsversicherung.html,yes
generali,privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_mister-spex.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_mister-spex.html,no
generali,service-kontakt_schutzbrief-service.html,https://generali.insurance-example.com/service-kontakt_schutzbrief-service.html,no
generali,journal_marathon-fokus-debbie-schoeneborn.html,https://generali.insurance-example.com/journal_marathon-fokus-debbie-schoeneborn.html,no
generali,privatkunden_gesundheit-freizeit_krankentagegeld-zusatzversicherte.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_krankentagegeld-zusatzversicherte.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_auslands-gruppenversicherung.html,https://generali.insurance-example.com/geschaeftskunden_gesundheit-betriebliche-vorsorge_auslands-gruppenversicherung.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_aktuarielle-dienstleistungen.html,https://generali.insurance-example.com/geschaeftskunden_gesundheit-betriebliche-vorsorge_aktuarielle-dienstleistungen.html,yes
generali,privatkunden_gesundheit-freizeit_beitragsentlastung-im-alter.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_beitragsentlastung-im-alter.html,yes
generali,service-kontakt_self-service_meine-dokumente-postfach.html,https://generali.insurance-example.com/service-kontakt_self-service_meine-dokumente-postfach.html,no
generali,privatkunden_gesundheit-freizeit_pflegepflichtversicherung-vollversicherte.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_pflegepflichtversicherung-vollversicherte.html,yes
generali,geschaeftskunden_waren-transport_warenversicherung.html,https://generali.insurance-example.com/geschaeftskunden_waren-transport_warenversicherung.html,yes
generali,privatkunden_rundum-schutz_vermoegensaufbau-und-sicherheitsplan.html,https://generali.insurance-example.com/privatkunden_rundum-schutz_vermoegensaufbau-und-sicherheitsplan.html,yes
generali,journal_krisen-bewaeltigen-und-hoffnung-schaffen.html,https://generali.insurance-example.com/journal_krisen-bewaeltigen-und-hoffnung-schaffen.html,no
generali,home.html,https://generali.insurance-example.com/home.html,no
generali,privatkunden_vorsorge-finanzen_sterbegeldversicherung.html,https://generali.insurance-example.com/privatkunden_vorsorge-finanzen_sterbegeldversicherung.html,yes
generali,privatkunden_gesundheit-freizeit_reise-krankenversicherung.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_reise-krankenversicherung.html,yes
generali,privatkunden_fahrzeug-zuhause_fahrer-mobilitaetsschutz.html,https://generali.insurance-example.com/privatkunden_fahrzeug-zuhause_fahrer-mobilitaetsschutz.html,yes
generali,karriere.html,https://generali.insurance-example.com/karriere.html,no
generali,privatkunden_rundum-schutz_mein-zukunftsplan.html,https://generali.insurance-example.com/privatkunden_rundum-schutz_mein-zukunftsplan.html,yes
generali,privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_diashop-diabetes-zubehoer.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_diashop-diabetes-zubehoer.html,yes
generali,service-kontakt_apps_generali-protect-me-app.html,https://generali.insurance-example.com/service-kontakt_apps_generali-protect-me-app.html,yes
generali,privatkunden_fahrzeug-zuhause_motorradversicherung.html,https://generali.insurance-example.com/privatkunden_fahrzeug-zuhause_motorradversicherung.html,yes
generali,geschaeftskunden_rundum-schutz_unternehmenssicherungspolice.html,https://generali.insurance-example.com/geschaeftskunden_rundum-schutz_unternehmenssicherungspolice.html,yes
generali,privatkunden_gesundheit-freizeit_reiseversicherung.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_reiseversicherung.html,yes
generali,generali-bewegt-deutschland.html,https://generali.insurance-example.com/generali-bewegt-deutschland.html,no
generali,menschenrechte.html,https://generali.insurance-example.com/menschenrechte.html,no
generali,service-kontakt_schaden-melden_gewerbe-sach.html,https://generali.insurance-example.com/service-kontakt_schaden-melden_gewerbe-sach.html,no
generali,privatkunden_recht-haftung_privathaftpflichtversicherung.html,https://generali.insurance-example.com/privatkunden_recht-haftung_privathaftpflichtversicherung.html,yes
generali,service-kontakt_apps_generali-vitality-app.html,https://generali.insurance-example.com/service-kontakt_apps_generali-vitality-app.html,no
generali,privatkunden_gesundheit-freizeit_krankenratgeber.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_krankenratgeber.html,no
generali,privatkunden_gesundheit-freizeit_unfallversicherung_unfall-assistance-xxl.html,https://generali.insurance-example.com/privatkunden_gesundheit-freizeit_unfallversicherung_unfall-assistance-xxl.html,yes
generali,service-kontakt_schaden-melden_kfz-haftpflicht.html,https://generali.insurance-example.com/service-kontakt_schaden-melden_kfz-haftpflicht.html,no
generali,privatkunden_fahrzeug-zuhause_glasversicherung.html,https://generali.insurance-example.com/privatkunden_fahrzeug-zuhause_glasversicherung.html,yes
generali,cookie-einstellungen.html,https://generali.insurance-example.com/cookie-einstellungen.html,no
generali,ueber-uns_management-generali-deutschland-ag.html,https://generali.insurance-example.com/ueber-uns_management-generali-deutschland-ag.html,no
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_unterstuetzungskasse.html,https://generali.insurance-example.com/geschaeftskunden_gesundheit-betriebliche-vorsorge_unterstuetzungskasse.html,yes
generali,privatkunden_fahrzeug-zuhause_kfz-versicherung_servicewerkstaetten.html,https://generali.insurance-example.com/privatkunden_fahrzeug-zuhause_kfz-versicherung_servicewerkstaetten.html,no
generali,service-kontakt_schaden-melden_meinfahrrad.html,https://generali.insurance-example.com/service-kontakt_schaden-melden_meinfahrrad.html,no
