company_name,page_name,product
AXA,geschaeftskunden_kautionsversicherung.html,yes
AXA,presse_mediathek_dossiers.html,no
AXA,pk_haftpflicht.html,yes
AXA,site_axa-de_get_documents_E-1395595287_axade_medien_medien_axa-social-media_gewinnspiel-teilnahmebedingungen-social-media-axa-konzern-ag.pdf.html,no
AXA,pk_existenzsicherung_p_unfallversicherung.html,yes
AXA,.html,no
AXA,pk_kfz_p_oldtimer-versicherung.html,yes
AXA,presse_mediathek_studien-und-forschung_mental-health-report-2023.html,no
AXA,geschaeftskunden_services-fuer-geschaeftskunden.html,no
AXA,pk_existenzsicherung.html,no
AXA,form_karriere_AKTIONSCODE%3D14015D.html,no
AXA,pk_existenzsicherung_p_risikolebensversicherung.html,yes
AXA,pk_existenzsicherung_p_existenzschutzversicherung.html,yes
AXA,pk_gesundheit_p_private-krankenversicherung.html,yes
AXA,geschaeftskunden_gastronomie.html,no
AXA,karriere_erfahrungsbericht-stipendiatin-diversity.html,no
AXA,versicherungslexikon.html,no
AXA,pk_haus-wohnung_p_baufinanzierung.html,yes
AXA,home.html,no
AXA,karriere_ausbildung-duales-studium_duales-studium-bachelor-risk-insurance.html,no
AXA,pk_gesundheit_s_pflegewelt.html,no
AXA,pk_haftpflicht_p_verkehrsrechtsschutz.html,yes
AXA,pk_gesundheit_p_ambulante-zusatzversicherung.html,yes
AXA,kontakt_formulare-download.html,no
AXA,geschaeftskunden_mitarbeiterabsicherung.html,yes
AXA,karriere.html,no
AXA,karriere_erfahrungsberichte-mitarbeitende.html,no
AXA,presse_mediathek_studien-und-forschung_future-risks-report-2023.html,no
AXA,pk_gesundheit_s_pkv-privatpatient-leitfaden.html,no
AXA,geschaeftskunden_kontakt-buergschaft-kaution.html,no
AXA,presse_mediathek_studien-und-forschung_mental-health-report-2022.html,no
AXA,presse_mediathek_studien-und-forschung.html,no
AXA,presse_mediathek_audio.html,no
AXA,geschaeftskunden_landwirtschaft.html,no
AXA,pk_kfz_p_e-scooter-versicherung.html,yes
AXA,geschaeftskunden_bauleistungsversicherung.html,yes
AXA,wir-ueber-uns_daten-und-publikationen.html,no
AXA,pk_gesundheit.html,no
AXA,geschaeftskunden_autoinhaltsversicherung.html,yes
AXA,kontakt_beschwerdemanagement.html,no
AXA,geschaeftskunden_inhaltsversicherung.html,yes
AXA,schadenservice-360_schadenmeldung.html,no
AXA,pk_kfz_p_motorradversicherung.html,yes
AXA,pk_gesundheit_r_ratgeber-gesund-leben.html,no
AXA,geschaeftskunden_veranstalterhaftpflichtversicherung.html,yes
AXA,karriere_praktikum-studenten.html,no
AXA,pk_existenzsicherung_p_berufsunfaehigkeitsversicherung.html,yes
AXA,geschaeftskunden_verkehrshaftungsversicherung.html,yes
AXA,site_axa-de_redirect_MyAxaLogin_AKTIONSCODE%3D14015D.html,no
AXA,pk_kfz_p_lieferwagen-versicherung.html,yes
AXA,pk_gesundheit_s_gesundheitsservice.html,no
AXA,karriere_erfahrungsbericht-finance.html,no
AXA,altersvorsorge-ratgeber.html,no
AXA,wir-ueber-uns_nachhaltigkeit_corporate-social-responsibility.html,no
AXA,geschaeftskunden_betriebliche-altersversorgung.html,yes
AXA,karriere_jobs-consulting-strategie.html,no
AXA,wir-ueber-uns_gesellschaften.html,no
AXA,geschaeftskunden_maschinenversicherung.html,yes
AXA,geschaeftskunden_industrie-haftpflichtversicherung.html,yes
AXA,presse.html,no
AXA,axa-social-media.html,no
AXA,pk_gesundheit_p_krankenhauszusatzversicherung.html,yes
AXA,pk_haftpflicht_p_tierhalter-haftpflicht.html,yes
AXA,pk_haus-wohnung_p_elementarversicherung.html,yes
AXA,geschaeftskunden_it-unternehmen.html,no
AXA,karriere_jobs-finance.html,no
AXA,geschaeftskunden_betriebliche-krankenversicherung.html,yes
AXA,geschaeftskunden_ertragsausfallversicherung.html,yes
AXA,karriere_kontakt-recruiter.html,no
AXA,presse_mediathek_bilder.html,no
AXA,geschaeftskunden_betriebliche-gruppenunfallversicherung.html,yes
AXA,karriere_unternehmenskultur.html,no
AXA,wir-ueber-uns_nachhaltigkeit_von-herz-zu-herz.html,no
AXA,geschaeftskunden_montageversicherung.html,yes
AXA,geschaeftskunden_finanzierungsloesungen_factoring.html,yes
AXA,wir-ueber-uns_nachhaltigkeit_nachhaltigkeit-versicherungsgeschaeft.html,no
AXA,karriere_ausbildung-duales-studium_duales-studium-bachelor-informatik.html,no
AXA,karriere_mitarbeitervorteile.html,no
AXA,wir-ueber-uns_auszeichnungen.html,no
AXA,pk_kfz_r_kfz-ratgeber.html,no
AXA,geschaeftskunden_cyber-versicherung.html,yes
AXA,geschaeftskunden_vertrauensschadenversicherung.html,yes
AXA,pk_haus-wohnung_p_bausparvertrag.html,yes
AXA,karriere_executive-assistant.html,no
AXA,pk_haus-wohnung_r_haus-wohnung-ratgeber.html,no
AXA,karriere_ausbildung-duales-studium_ausbildung-kaufmann-digitalisierungsmanagement.html,no
AXA,freundewerben.html,no
AXA,kontakt_adressen.html,no
AXA,nutzungshinweise.html,no
AXA,wir-ueber-uns_nachhaltigkeit_kunstsammlung.html,no
