company_name,filename,product
generali,service-kontakt_schaden-melden_hausrat.html,yes
generali,privatkunden_gesundheit-freizeit_krankenhaustagegeld.html,yes
generali,privatkunden_recht-haftung_tierhalterhaftpflichtversicherung.html,yes
generali,privatkunden_fahrzeug-zuhause_hausratversicherung.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_direktversicherung.html,yes
generali,.html,no
generali,karriere_karriere-blog_faq-masterandenprogramm.html,no
generali,privatkunden_vorsorge-finanzen_grundfaehigkeitsversicherung.html,yes
generali,privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_mister-spex.html,no
generali,service-kontakt_schutzbrief-service.html,yes
generali,journal_marathon-fokus-debbie-schoeneborn.html,no
generali,privatkunden_gesundheit-freizeit_krankentagegeld-zusatzversicherte.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_auslands-gruppenversicherung.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_aktuarielle-dienstleistungen.html,no
generali,privatkunden_gesundheit-freizeit_beitragsentlastung-im-alter.html,no
generali,service-kontakt_self-service_meine-dokumente-postfach.html,no
generali,privatkunden_gesundheit-freizeit_pflegepflichtversicherung-vollversicherte.html,yes
generali,geschaeftskunden_waren-transport_warenversicherung.html,yes
generali,privatkunden_rundum-schutz_vermoegensaufbau-und-sicherheitsplan.html,yes
generali,journal_krisen-bewaeltigen-und-hoffnung-schaffen.html,no
generali,home.html,no
generali,privatkunden_vorsorge-finanzen_sterbegeldversicherung.html,yes
generali,privatkunden_gesundheit-freizeit_reise-krankenversicherung.html,yes
generali,privatkunden_fahrzeug-zuhause_fahrer-mobilitaetsschutz.html,yes
generali,karriere.html,no
generali,privatkunden_rundum-schutz_mein-zukunftsplan.html,yes
generali,privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_diashop-diabetes-zubehoer.html,no
generali,service-kontakt_apps_generali-protect-me-app.html,no
generali,privatkunden_fahrzeug-zuhause_motorradversicherung.html,yes
generali,geschaeftskunden_rundum-schutz_unternehmenssicherungspolice.html,yes
generali,privatkunden_gesundheit-freizeit_reiseversicherung.html,yes
generali,generali-bewegt-deutschland.html,no
generali,menschenrechte.html,no
generali,service-kontakt_schaden-melden_gewerbe-sach.html,yes
generali,privatkunden_recht-haftung_privathaftpflichtversicherung.html,yes
generali,service-kontakt_apps_generali-vitality-app.html,no
generali,privatkunden_gesundheit-freizeit_krankenratgeber.html,no
generali,privatkunden_gesundheit-freizeit_unfallversicherung_unfall-assistance-xxl.html,yes
generali,service-kontakt_schaden-melden_kfz-haftpflicht.html,yes
generali,privatkunden_fahrzeug-zuhause_glasversicherung.html,yes
generali,cookie-einstellungen.html,no
generali,ueber-uns_management-generali-deutschland-ag.html,no
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_unterstuetzungskasse.html,yes
generali,privatkunden_fahrzeug-zuhause_kfz-versicherung_servicewerkstaetten.html,yes
generali,service-kontakt_schaden-melden_meinfahrrad.html,yes
generali,service-kontakt_schaden-melden_kfz-ausland.html,yes
generali,geschaeftskunden_waren-transport_werkverkehrversicherung.html,yes
generali,service-kontakt_schaden-melden_mitteilung-bestehender-schaden.html,no
generali,service-kontakt_schaden-melden_kfz-kasko.html,yes
generali,geschaeftskunden_waren-transport_ausstellungs-versicherung.html,yes
generali,privatkunden_gesundheit-freizeit_krankentagegeld-vollversicherte.html,yes
generali,privatkunden_gesundheit-freizeit_unfallversicherung.html,yes
generali,nachhaltigkeit_the-human-safety-net.html,no
generali,privatkunden_gesundheit-freizeit_wassersportversicherung.html,yes
generali,privatkunden_vorsorge-finanzen_berufsunfaehigkeitsversicherung.html,yes
generali,karriere_karriere-blog_ausbildungsintegriertes-studium.html,no
generali,service-kontakt_schaden-melden_haftpflicht.html,yes
generali,mobilehealth.html,no
generali,nachhaltigkeitsbezogene-offenlegung.html,no
generali,geschaeftskunden_geschaeft-gebaeude_gewerbliche-haftpflichtversicherung.html,yes
generali,geschaeftskunden_waren-transport_automatenversicherung.html,yes
generali,geschaeftskunden_geschaeft-gebaeude_dynamische-sach-gebaeudeversicherung.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_bav-kollektivplan.html,yes
generali,presse.html,no
generali,service-kontakt_apps.html,no
generali,geschaeftskunden_rundum-schutz_landwirtschaft.html,no
generali,geschaeftskunden_waren-transport_luftfahrtversicherung.html,yes
generali,privatkunden_rundum-schutz_mein-pflegeschutz.html,yes
generali,ueber-uns_gesellschaften-marken.html,no
generali,service-kontakt_apps_generali-gesundheitsapp.html,no
generali,privatkunden_fahrzeug-zuhause_bauversicherungen.html,yes
generali,service-kontakt_kontakt.html,no
generali,service-kontakt_self-service_mein-bearbeitungsstand_schaden-tracking.html,no
generali,journal_positive-thinking-die-kraft-der-positiven-gedanken.html,no
generali,privatkunden_fahrzeug-zuhause_hausratversicherung_haus-und-wohnungsschutzbrief.html,yes
generali,journal.html,no
generali,dvag.html,no
generali,privatkunden_gesundheit-freizeit_krankenzusatzversicherung.html,yes
generali,privatkunden_vorsorge-finanzen_sofort-rente.html,yes
generali,journal_stress-reduzieren-mit-lamas.html,no
generali,privatkunden_fahrzeug-zuhause_kfz-versicherung.html,yes
generali,privatkunden_gesundheit-freizeit_campingversicherung.html,yes
generali,journal_lebensmittel-als-brainfood-ernaehrung-und-rezepte.html,no
generali,service-kontakt_schaden-melden_konto-finanzschutzbrief.html,yes
generali,privatkunden_vorsorge-finanzen_parkdepot-flex.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_gruppen-unfallversicherung.html,yes
generali,privatkunden_vorsorge-finanzen_goldanlage.html,yes
generali,privatkunden_vorsorge-finanzen_vermoegens-einkommensplan.html,yes
generali,privatkunden_fahrzeug-zuhause_oldtimer-optimal.html,yes
generali,privatkunden_vorsorge-finanzen_basis-rente.html,yes
generali,journal_versicherungscheck-alle-jahre-wieder-sinnvoll.html,no
generali,geschaeftskunden_geschaeft-gebaeude_bauversicherungen.html,yes
generali,service-kontakt_self-service_vertragsinformationen_tarifinformation-krankenversicherung.html,yes
generali,privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_amplifon.html,no
generali,service-kontakt_schaden-melden.html,no
generali,privatkunden.html,no
generali,privatkunden_fahrzeug-zuhause_kfz-versicherung_carglass.html,yes
generali,geschaeftskunden_geschaeft-gebaeude_maschinenversicherung.html,yes
generali,nachhaltigkeit.html,no
generali,public-affairs.html,no
generali,geschaeftskunden_waren-transport_frachtfuehrerhaftungs-versicherung.html,yes
generali,privatkunden_gesundheit-freizeit_pflegezusatzversicherung.html,yes
generali,geschaeftskunden_geschaeft-gebaeude_maschinen-kaskoversicherung.html,yes
generali,privatkunden_recht-haftung_gewaesserschaden-haftpflichtversicherung.html,yes
generali,service-kontakt_schaden-melden_wohngebaeude.html,yes
generali,privatkunden_fahrzeug-zuhause_digitale-pannenhilfe.html,yes
generali,privatkunden_fahrzeug-zuhause_kunstversicherung.html,yes
generali,privatkunden_fahrzeug-zuhause_photovoltaikversicherung.html,yes
generali,privatkunden_rundum-schutz_young-and-law.html,yes
generali,privatkunden_gesundheit-freizeit_krankenvollversicherung.html,yes
generali,geschaeftskunden.html,no
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliches-gesundheitsmanagement.html,no
generali,geschaeftskunden_rundum-schutz_konzeptfirmensafe.html,yes
generali,service-kontakt_formularcenter.html,no
generali,service-kontakt_schaden-melden_unwetter.html,no
generali,privatkunden_recht-haftung_haus-grundbesitzerhaftpflichtversicherung.html,yes
generali,privatkunden_rundum-schutz_vermoegenssicherungspolice.html,yes
generali,privatkunden_vorsorge-finanzen_fondsauswahl.html,no
generali,geschaeftskunden_waren-transport_tiefkuehlgutversicherung.html,yes
generali,impressum.html,no
generali,presse_veranstaltungen-und-termine.html,no
generali,privatkunden_fahrzeug-zuhause_kfz-brief.html,no
generali,privatkunden_gesundheit-freizeit_kinderunfallversicherung.html,yes
generali,karriere_karriere-blog_mit-der-generali-quer-durch-deutschland-als-werkstudentin-.html,no
generali,karriere_karriere-blog_schreibe-deine-bachelor-oder-masterarbeit-bei-der-generali.html,no
generali,geschaeftskunden_rundum-schutz_immobiliensicherungspolice.html,yes
generali,service-kontakt_schaden-melden_unfall.html,yes
generali,geschaeftskunden_geschaeft-gebaeude_photovoltaik-versicherung.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_pensionsfonds.html,yes
generali,privatkunden_fahrzeug-zuhause_hausratversicherung_konto-und-finanzschutzbrief.html,yes
generali,privatkunden_rundum-schutz_vermoegensaufbau4you.html,yes
generali,privatkunden_vorsorge-finanzen_risikolebensversicherung.html,yes
generali,geschaeftskunden_waren-transport_gewerbe-kompakt-mobil.html,yes
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliche-krankenversicherung-inland.html,yes
generali,ueber-uns.html,no
generali,privatkunden_rundum-schutz_young-and-life.html,yes
generali,privatkunden_fahrzeug-zuhause_moped-e-scooter.html,yes
generali,privatkunden_gesundheit-freizeit_krankenratgeber_krankentagegeld_krankentagegeld.html,yes
generali,privatkunden_rundum-schutz_young-and-home.html,yes
generali,privatkunden_vorsorge-finanzen_bausparen-finanzieren.html,no
generali,service-kontakt_self-service_dokumente-einreichen_rechnung.html,no
generali,ueber-uns_zahlen-daten-fakten.html,no
generali,privatkunden_gesundheit-freizeit_gesundheitsservices.html,no
generali,privatkunden_gesundheit-freizeit_freizeit-versicherung.html,yes
generali,service-kontakt.html,no
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_pensionszusage.html,yes
generali,geschaeftskunden_geschaeft-gebaeude_ertragsausfallversicherung.html,yes
generali,privatkunden_rundum-schutz_young-and-drive.html,yes
generali,geschaeftskunden_geschaeft-gebaeude_sach-inhaltsversicherung.html,yes
generali,datenschutz.html,no
generali,journal_ueberwinde-dich-wasserspringen.html,no
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_zeitwert-altersteilzeitkonten.html,yes
generali,privatkunden_vorsorge-finanzen_direktversicherung.html,yes
generali,privatkunden_recht-haftung_rechtsschutzversicherung.html,yes
generali,privatkunden_fahrzeug-zuhause_elektro-fahrzeuge.html,no
generali,ueber-uns_sponsorships-und-partnerschaften-in-sport-und-kultur.html,no
generali,geschaeftskunden_geschaeft-gebaeude_elektronikversicherung.html,yes
generali,privatkunden_fahrzeug-zuhause_wohngebaeudeversicherung.html,yes
generali,geschaeftskunden_geschaeft-gebaeude_firmenrechtsschutzversicherung.html,yes
axa,geschaeftskunden_kautionsversicherung.html,yes
axa,presse_mediathek_dossiers.html,no
axa,pk_haftpflicht.html,yes
axa,site_axa-de_get_documents_E-1395595287_axade_medien_medien_axa-social-media_gewinnspiel-teilnahmebedingungen-social-media-axa-konzern-ag.pdf.html,no
axa,pk_existenzsicherung_p_unfallversicherung.html,yes
axa,.html,no
axa,pk_kfz_p_oldtimer-versicherung.html,yes
axa,presse_mediathek_studien-und-forschung_mental-health-report-2023.html,no
axa,geschaeftskunden_services-fuer-geschaeftskunden.html,no
axa,pk_existenzsicherung.html,yes
axa,form_karriere_AKTIONSCODE%3D14015D.html,no
axa,pk_existenzsicherung_p_risikolebensversicherung.html,yes
axa,pk_existenzsicherung_p_existenzschutzversicherung.html,yes
axa,pk_gesundheit_p_private-krankenversicherung.html,yes
axa,geschaeftskunden_gastronomie.html,no
axa,karriere_erfahrungsbericht-stipendiatin-diversity.html,no
axa,versicherungslexikon.html,no
axa,pk_haus-wohnung_p_baufinanzierung.html,no
axa,home.html,no
axa,karriere_ausbildung-duales-studium_duales-studium-bachelor-risk-insurance.html,no
axa,pk_gesundheit_s_pflegewelt.html,no
axa,pk_haftpflicht_p_verkehrsrechtsschutz.html,yes
axa,pk_gesundheit_p_ambulante-zusatzversicherung.html,yes
axa,kontakt_formulare-download.html,no
axa,geschaeftskunden_mitarbeiterabsicherung.html,no
axa,karriere.html,no
axa,karriere_erfahrungsberichte-mitarbeitende.html,no
axa,presse_mediathek_studien-und-forschung_future-risks-report-2023.html,no
axa,pk_gesundheit_s_pkv-privatpatient-leitfaden.html,no
axa,geschaeftskunden_kontakt-buergschaft-kaution.html,no
axa,presse_mediathek_studien-und-forschung_mental-health-report-2022.html,no
axa,presse_mediathek_studien-und-forschung.html,no
axa,presse_mediathek_audio.html,no
axa,geschaeftskunden_landwirtschaft.html,no
axa,pk_kfz_p_e-scooter-versicherung.html,yes
axa,geschaeftskunden_bauleistungsversicherung.html,yes
axa,wir-ueber-uns_daten-und-publikationen.html,no
axa,pk_gesundheit.html,no
axa,geschaeftskunden_autoinhaltsversicherung.html,yes
axa,kontakt_beschwerdemanagement.html,no
axa,geschaeftskunden_inhaltsversicherung.html,yes
axa,schadenservice-360_schadenmeldung.html,no
axa,pk_kfz_p_motorradversicherung.html,yes
axa,pk_gesundheit_r_ratgeber-gesund-leben.html,no
axa,geschaeftskunden_veranstalterhaftpflichtversicherung.html,yes
axa,karriere_praktikum-studenten.html,no
axa,pk_existenzsicherung_p_berufsunfaehigkeitsversicherung.html,yes
axa,geschaeftskunden_verkehrshaftungsversicherung.html,yes
axa,site_axa-de_redirect_MyAxaLogin_AKTIONSCODE%3D14015D.html,no
axa,myaxa-gewinnspiel.html,no
axa,pk_kfz_p_lieferwagen-versicherung.html,yes
axa,pk_gesundheit_s_gesundheitsservice.html,no
axa,karriere_erfahrungsbericht-finance.html,no
axa,altersvorsorge-ratgeber.html,no
axa,wir-ueber-uns_nachhaltigkeit_corporate-social-responsibility.html,no
axa,geschaeftskunden_betriebliche-altersversorgung.html,yes
axa,karriere_jobs-consulting-strategie.html,no
axa,wir-ueber-uns_gesellschaften.html,no
axa,geschaeftskunden_maschinenversicherung.html,yes
axa,geschaeftskunden_industrie-haftpflichtversicherung.html,yes
axa,presse.html,no
axa,axa-social-media.html,no
axa,pk_gesundheit_p_krankenhauszusatzversicherung.html,yes
axa,pk_haftpflicht_p_tierhalter-haftpflicht.html,yes
axa,pk_haus-wohnung_p_elementarversicherung.html,yes
axa,geschaeftskunden_it-unternehmen.html,no
axa,karriere_jobs-finance.html,no
axa,geschaeftskunden_betriebliche-krankenversicherung.html,yes
axa,geschaeftskunden_ertragsausfallversicherung.html,yes
axa,karriere_kontakt-recruiter.html,no
axa,presse_mediathek_bilder.html,no
axa,geschaeftskunden_betriebliche-gruppenunfallversicherung.html,yes
axa,karriere_unternehmenskultur.html,no
axa,wir-ueber-uns_nachhaltigkeit_von-herz-zu-herz.html,no
axa,geschaeftskunden_montageversicherung.html,yes
axa,geschaeftskunden_finanzierungsloesungen_factoring.html,no
axa,wir-ueber-uns_nachhaltigkeit_nachhaltigkeit-versicherungsgeschaeft.html,no
axa,karriere_ausbildung-duales-studium_duales-studium-bachelor-informatik.html,no
axa,karriere_mitarbeitervorteile.html,no
axa,wir-ueber-uns_auszeichnungen.html,no
